season,phase,date,home_team,away_team,home_goals,away_goals,result,goal_diff,total_goals,home_pts,away_pts
2023,Apertura,2023-06-28,Junior,Pasto,3,0,H,3,3,3,0
2023,Apertura,2023-06-28,Águilas Doradas,Deportivo Cali,3,1,H,2,4,3,0
2023,Apertura,2023-06-28,Deportivo Pereira,Medellín,1,2,A,-1,3,0,3
2023,Apertura,2023-06-28,Tolima,Águilas Doradas,3,2,H,1,5,3,0
2023,Finalización,2023-07-01,Millonarios,Tolima,2,0,H,2,2,3,0
2023,Finalización,2023-07-01,Santa Fe,Bucaramanga,1,0,H,1,1,3,0
2023,Finalización,2023-07-01,La Equidad,Atlético Nacional,2,0,H,2,2,3,0
2023,Finalización,2023-07-01,La Equidad,Águilas Doradas,0,1,A,-1,1,0,3
2023,Finalización,2023-07-01,La Equidad,Boyacá Chicó,0,0,D,0,0,1,1
2023,Finalización,2023-07-01,Deportivo Cali,Unión Magdalena,0,1,A,-1,1,0,3
2023,Finalización,2023-07-02,Junior,Deportivo Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-07-02,La Equidad,Patriotas,0,0,D,0,0,1,1
2023,Finalización,2023-07-02,Patriotas,Boyacá Chicó,0,1,A,-1,1,0,3
2023,Finalización,2023-07-02,Bucaramanga,Boyacá Chicó,1,0,H,1,1,3,0
2023,Finalización,2023-07-03,Tolima,Atlético Nacional,4,0,H,4,4,3,0
2023,Finalización,2023-07-03,La Equidad,Alianza Petrolera,3,1,H,2,4,3,0
2023,Finalización,2023-07-04,Medellín,Deportivo Cali,2,1,H,1,3,3,0
2023,Finalización,2023-07-05,Once Caldas,Deportivo Pereira,0,0,D,0,0,1,1
2023,Finalización,2023-07-05,Pasto,Tolima,3,1,H,2,4,3,0
2023,Finalización,2023-07-05,Envigado,Santa Fe,0,2,A,-2,2,0,3
2023,Finalización,2023-07-07,Pasto,Alianza Petrolera,2,1,H,1,3,3,0
2023,Finalización,2023-07-08,La Equidad,Jaguares,0,2,A,-2,2,0,3
2023,Finalización,2023-07-08,Santa Fe,Patriotas,2,1,H,1,3,3,0
2023,Finalización,2023-07-09,Junior,Águilas Doradas,1,1,D,0,2,1,1
2023,Finalización,2023-07-09,Once Caldas,Águilas Doradas,3,3,D,0,6,1,1
2023,Finalización,2023-07-09,Envigado,Jaguares,0,2,A,-2,2,0,3
2023,Finalización,2023-07-09,Tolima,Alianza Petrolera,0,1,A,-1,1,0,3
2023,Finalización,2023-07-10,Tolima,Once Caldas,2,2,D,0,4,1,1
2023,Finalización,2023-07-10,Tolima,La Equidad,1,1,D,0,2,1,1
2023,Finalización,2023-07-10,Jaguares,Unión Magdalena,0,2,A,-2,2,0,3
2023,Finalización,2023-07-10,Envigado,Deportivo Cali,0,2,A,-2,2,0,3
2023,Finalización,2023-07-10,América de Cali,Atlético Nacional,2,0,H,2,2,3,0
2023,Finalización,2023-07-11,La Equidad,América de Cali,1,1,D,0,2,1,1
2023,Finalización,2023-07-11,Envigado,Bucaramanga,3,0,H,3,3,3,0
2023,Finalización,2023-07-12,América de Cali,Alianza Petrolera,3,1,H,2,4,3,0
2023,Finalización,2023-07-12,Jaguares,Tolima,2,1,H,1,3,3,0
2023,Finalización,2023-07-12,Deportivo Pereira,Alianza Petrolera,1,1,D,0,2,1,1
2023,Finalización,2023-07-13,La Equidad,Pasto,1,1,D,0,2,1,1
2023,Finalización,2023-07-13,Unión Magdalena,Deportivo Pereira,1,0,H,1,1,3,0
2023,Finalización,2023-07-13,Envigado,Deportivo Pereira,0,1,A,-1,1,0,3
2023,Finalización,2023-07-13,Atlético Nacional,Pasto,0,1,A,-1,1,0,3
2023,Finalización,2023-07-14,Medellín,Santa Fe,0,2,A,-2,2,0,3
2023,Finalización,2023-07-15,Boyacá Chicó,Millonarios,0,3,A,-3,3,0,3
2023,Finalización,2023-07-16,La Equidad,Junior,0,0,D,0,0,1,1
2023,Finalización,2023-07-17,América de Cali,Unión Magdalena,1,1,D,0,2,1,1
2023,Finalización,2023-07-17,Atlético Nacional,Boyacá Chicó,1,2,A,-1,3,0,3
2023,Finalización,2023-07-18,Jaguares,Patriotas,0,0,D,0,0,1,1
2023,Finalización,2023-07-19,Unión Magdalena,Bucaramanga,3,1,H,2,4,3,0
2023,Finalización,2023-07-19,Bucaramanga,La Equidad,2,1,H,1,3,3,0
2023,Finalización,2023-07-20,Tolima,Bucaramanga,1,0,H,1,1,3,0
2023,Finalización,2023-07-20,Jaguares,Bucaramanga,1,1,D,0,2,1,1
2023,Finalización,2023-07-20,Unión Magdalena,Boyacá Chicó,1,0,H,1,1,3,0
2023,Finalización,2023-07-20,Boyacá Chicó,Alianza Petrolera,2,2,D,0,4,1,1
2023,Finalización,2023-07-21,Pasto,Envigado,1,0,H,1,1,3,0
2023,Finalización,2023-07-21,Santa Fe,Medellín,1,3,A,-2,4,0,3
2023,Finalización,2023-07-21,Medellín,Once Caldas,0,2,A,-2,2,0,3
2023,Finalización,2023-07-21,Águilas Doradas,Jaguares,0,1,A,-1,1,0,3
2023,Finalización,2023-07-22,Bucaramanga,Millonarios,0,1,A,-1,1,0,3
2023,Finalización,2023-07-23,Medellín,La Equidad,1,3,A,-2,4,0,3
2023,Finalización,2023-07-24,Millonarios,Boyacá Chicó,1,0,H,1,1,3,0
2023,Finalización,2023-07-25,Santa Fe,La Equidad,5,0,H,5,5,3,0
2023,Finalización,2023-07-25,América de Cali,Santa Fe,1,3,A,-2,4,0,3
2023,Finalización,2023-07-26,Junior,América de Cali,4,0,H,4,4,3,0
2023,Finalización,2023-07-26,Unión Magdalena,Jaguares,1,0,H,1,1,3,0
2023,Finalización,2023-07-26,Millonarios,Patriotas,2,1,H,1,3,3,0
2023,Finalización,2023-07-26,Deportivo Cali,Jaguares,2,1,H,1,3,3,0
2023,Finalización,2023-07-27,Deportivo Pereira,Boyacá Chicó,0,0,D,0,0,1,1
2023,Finalización,2023-07-27,Pasto,Bucaramanga,3,0,H,3,3,3,0
2023,Finalización,2023-07-27,Santa Fe,Atlético Nacional,2,1,H,1,3,3,0
2023,Finalización,2023-07-27,Águilas Doradas,Boyacá Chicó,1,2,A,-1,3,0,3
2023,Finalización,2023-07-27,La Equidad,Deportivo Pereira,1,1,D,0,2,1,1
2023,Finalización,2023-07-28,Deportivo Cali,Atlético Nacional,1,1,D,0,2,1,1
2023,Finalización,2023-08-01,Bucaramanga,Deportivo Pereira,2,2,D,0,4,1,1
2023,Finalización,2023-08-01,Junior,Atlético Nacional,0,0,D,0,0,1,1
2023,Finalización,2023-08-01,Once Caldas,Millonarios,0,2,A,-2,2,0,3
2023,Finalización,2023-08-02,Once Caldas,Bucaramanga,1,1,D,0,2,1,1
2023,Finalización,2023-08-02,Bucaramanga,América de Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-08-02,Águilas Doradas,Unión Magdalena,1,0,H,1,1,3,0
2023,Finalización,2023-08-02,Deportivo Cali,Santa Fe,3,0,H,3,3,3,0
2023,Finalización,2023-08-02,Millonarios,La Equidad,1,0,H,1,1,3,0
2023,Finalización,2023-08-03,Deportivo Pereira,Patriotas,2,1,H,1,3,3,0
2023,Finalización,2023-08-03,Boyacá Chicó,Patriotas,0,1,A,-1,1,0,3
2023,Finalización,2023-08-03,La Equidad,Envigado,2,2,D,0,4,1,1
2023,Finalización,2023-08-03,Alianza Petrolera,Pasto,2,0,H,2,2,3,0
2023,Finalización,2023-08-03,Alianza Petrolera,Patriotas,2,0,H,2,2,3,0
2023,Finalización,2023-08-03,Deportivo Pereira,Envigado,4,1,H,3,5,3,0
2023,Finalización,2023-08-03,Alianza Petrolera,Deportivo Cali,1,2,A,-1,3,0,3
2023,Finalización,2023-08-03,Medellín,América de Cali,1,3,A,-2,4,0,3
2023,Finalización,2023-08-03,Atlético Nacional,Deportivo Cali,1,1,D,0,2,1,1
2023,Finalización,2023-08-03,Envigado,Pasto,1,1,D,0,2,1,1
2023,Finalización,2023-08-04,Junior,Millonarios,2,1,H,1,3,3,0
2023,Finalización,2023-08-04,Patriotas,Envigado,2,0,H,2,2,3,0
2023,Finalización,2023-08-05,Bucaramanga,Alianza Petrolera,2,1,H,1,3,3,0
2023,Finalización,2023-08-05,Medellín,Alianza Petrolera,5,1,H,4,6,3,0
2023,Finalización,2023-08-06,Santa Fe,Deportivo Pereira,2,0,H,2,2,3,0
2023,Finalización,2023-08-07,América de Cali,Deportivo Pereira,2,0,H,2,2,3,0
2023,Finalización,2023-08-07,Pasto,Patriotas,2,1,H,1,3,3,0
2023,Finalización,2023-08-07,Santa Fe,Boyacá Chicó,0,0,D,0,0,1,1
2023,Finalización,2023-08-07,Bucaramanga,Junior,1,0,H,1,1,3,0
2023,Finalización,2023-08-08,La Equidad,Unión Magdalena,0,3,A,-3,3,0,3
2023,Finalización,2023-08-09,Unión Magdalena,Atlético Nacional,0,0,D,0,0,1,1
2023,Finalización,2023-08-11,Medellín,Tolima,2,1,H,1,3,3,0
2023,Finalización,2023-08-12,Millonarios,Águilas Doradas,3,0,H,3,3,3,0
2023,Finalización,2023-08-12,Tolima,Pasto,0,0,D,0,0,1,1
2023,Finalización,2023-08-12,América de Cali,Envigado,0,0,D,0,0,1,1
2023,Finalización,2023-08-13,Deportivo Cali,América de Cali,0,2,A,-2,2,0,3
2023,Finalización,2023-08-14,Unión Magdalena,Águilas Doradas,8,1,H,7,9,3,0
2023,Finalización,2023-08-14,Unión Magdalena,Patriotas,2,0,H,2,2,3,0
2023,Finalización,2023-08-14,Junior,Bucaramanga,0,0,D,0,0,1,1
2023,Finalización,2023-08-14,Santa Fe,América de Cali,1,1,D,0,2,1,1
2023,Finalización,2023-08-15,Once Caldas,Pasto,2,0,H,2,2,3,0
2023,Finalización,2023-08-17,Boyacá Chicó,Deportivo Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-08-17,Santa Fe,Alianza Petrolera,0,1,A,-1,1,0,3
2023,Finalización,2023-08-17,Deportivo Pereira,Bucaramanga,0,1,A,-1,1,0,3
2023,Finalización,2023-08-17,Deportivo Pereira,Águilas Doradas,3,0,H,3,3,3,0
2023,Finalización,2023-08-18,Medellín,Patriotas,1,0,H,1,1,3,0
2023,Finalización,2023-08-19,Deportivo Pereira,Deportivo Cali,2,1,H,1,3,3,0
2023,Finalización,2023-08-19,Unión Magdalena,Millonarios,2,2,D,0,4,1,1
2023,Finalización,2023-08-19,Bucaramanga,Deportivo Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-08-20,Medellín,Águilas Doradas,0,1,A,-1,1,0,3
2023,Finalización,2023-08-20,Jaguares,Deportivo Pereira,0,1,A,-1,1,0,3
2023,Finalización,2023-08-21,Águilas Doradas,Alianza Petrolera,0,1,A,-1,1,0,3
2023,Finalización,2023-08-21,Millonarios,Bucaramanga,2,0,H,2,2,3,0
2023,Finalización,2023-08-22,Jaguares,La Equidad,3,0,H,3,3,3,0
2023,Finalización,2023-08-22,Patriotas,Pasto,2,1,H,1,3,3,0
2023,Finalización,2023-08-22,Unión Magdalena,La Equidad,2,0,H,2,2,3,0
2023,Finalización,2023-08-22,Atlético Nacional,Tolima,1,0,H,1,1,3,0
2023,Finalización,2023-08-23,Boyacá Chicó,Medellín,0,0,D,0,0,1,1
2023,Finalización,2023-08-23,Águilas Doradas,América de Cali,2,0,H,2,2,3,0
2023,Finalización,2023-08-23,Alianza Petrolera,La Equidad,1,1,D,0,2,1,1
2023,Finalización,2023-08-24,Pasto,Once Caldas,2,1,H,1,3,3,0
2023,Finalización,2023-08-26,Junior,La Equidad,2,0,H,2,2,3,0
2023,Finalización,2023-08-27,Junior,Boyacá Chicó,3,0,H,3,3,3,0
2023,Finalización,2023-08-28,Deportivo Cali,Bucaramanga,0,0,D,0,0,1,1
2023,Finalización,2023-08-28,Boyacá Chicó,Tolima,3,0,H,3,3,3,0
2023,Finalización,2023-09-01,Santa Fe,Pasto,3,0,H,3,3,3,0
2023,Finalización,2023-09-01,Águilas Doradas,Patriotas,3,0,H,3,3,3,0
2023,Finalización,2023-09-01,Envigado,Alianza Petrolera,0,1,A,-1,1,0,3
2023,Finalización,2023-09-03,Tolima,Medellín,1,0,H,1,1,3,0
2023,Finalización,2023-09-03,Patriotas,Junior,3,1,H,2,4,3,0
2023,Finalización,2023-09-04,Medellín,Jaguares,2,0,H,2,2,3,0
2023,Finalización,2023-09-05,Patriotas,Águilas Doradas,1,0,H,1,1,3,0
2023,Finalización,2023-09-05,Patriotas,Jaguares,1,0,H,1,1,3,0
2023,Finalización,2023-09-05,Envigado,Patriotas,1,2,A,-1,3,0,3
2023,Finalización,2023-09-05,Bucaramanga,Patriotas,3,3,D,0,6,1,1
2023,Finalización,2023-09-05,Patriotas,Millonarios,4,1,H,3,5,3,0
2023,Finalización,2023-09-06,Pasto,Águilas Doradas,0,0,D,0,0,1,1
2023,Finalización,2023-09-06,Patriotas,La Equidad,3,0,H,3,3,3,0
2023,Finalización,2023-09-06,Deportivo Cali,Alianza Petrolera,3,0,H,3,3,3,0
2023,Finalización,2023-09-06,Bucaramanga,Unión Magdalena,1,1,D,0,2,1,1
2023,Finalización,2023-09-06,Once Caldas,La Equidad,1,1,D,0,2,1,1
2023,Finalización,2023-09-06,Junior,Unión Magdalena,1,1,D,0,2,1,1
2023,Finalización,2023-09-09,Once Caldas,América de Cali,3,0,H,3,3,3,0
2023,Finalización,2023-09-09,Unión Magdalena,Deportivo Cali,3,1,H,2,4,3,0
2023,Finalización,2023-09-09,América de Cali,Deportivo Cali,0,0,D,0,0,1,1
2023,Finalización,2023-09-10,Once Caldas,Atlético Nacional,2,1,H,1,3,3,0
2023,Finalización,2023-09-10,Deportivo Pereira,Medellín,1,1,D,0,2,1,1
2023,Finalización,2023-09-13,Medellín,Atlético Nacional,2,1,H,1,3,3,0
2023,Finalización,2023-09-13,Unión Magdalena,América de Cali,0,0,D,0,0,1,1
2023,Finalización,2023-09-13,Once Caldas,Boyacá Chicó,2,0,H,2,2,3,0
2023,Finalización,2023-09-13,Águilas Doradas,Pasto,2,2,D,0,4,1,1
2023,Finalización,2023-09-14,Atlético Nacional,Patriotas,0,1,A,-1,1,0,3
2023,Finalización,2023-09-14,Jaguares,América de Cali,2,1,H,1,3,3,0
2023,Finalización,2023-09-15,Boyacá Chicó,Águilas Doradas,2,2,D,0,4,1,1
2023,Finalización,2023-09-15,Deportivo Pereira,La Equidad,2,2,D,0,4,1,1
2023,Finalización,2023-09-16,Once Caldas,Santa Fe,2,1,H,1,3,3,0
2023,Finalización,2023-09-16,Deportivo Pereira,Atlético Nacional,1,1,D,0,2,1,1
2023,Finalización,2023-09-16,Pasto,Medellín,1,2,A,-1,3,0,3
2023,Finalización,2023-09-16,Jaguares,Alianza Petrolera,0,2,A,-2,2,0,3
2023,Finalización,2023-09-18,Santa Fe,Unión Magdalena,1,0,H,1,1,3,0
2023,Finalización,2023-09-18,Atlético Nacional,Medellín,0,0,D,0,0,1,1
2023,Finalización,2023-09-19,Once Caldas,Tolima,0,2,A,-2,2,0,3
2023,Finalización,2023-09-19,Junior,Patriotas,2,1,H,1,3,3,0
2023,Finalización,2023-09-19,Pasto,Millonarios,0,1,A,-1,1,0,3
2023,Finalización,2023-09-20,Alianza Petrolera,Atlético Nacional,2,0,H,2,2,3,0
2023,Finalización,2023-09-20,América de Cali,Once Caldas,3,2,H,1,5,3,0
2023,Finalización,2023-09-20,Boyacá Chicó,Bucaramanga,3,2,H,1,5,3,0
2023,Finalización,2023-09-21,Patriotas,Deportivo Cali,1,1,D,0,2,1,1
2023,Finalización,2023-09-21,Junior,Jaguares,3,3,D,0,6,1,1
2023,Finalización,2023-09-23,Águilas Doradas,Bucaramanga,1,1,D,0,2,1,1
2023,Finalización,2023-09-23,Tolima,Patriotas,0,0,D,0,0,1,1
2023,Finalización,2023-09-24,Patriotas,Alianza Petrolera,3,0,H,3,3,3,0
2023,Finalización,2023-09-24,Boyacá Chicó,Envigado,1,1,D,0,2,1,1
2023,Finalización,2023-09-25,Alianza Petrolera,Envigado,0,1,A,-1,1,0,3
2023,Finalización,2023-09-25,Deportivo Cali,La Equidad,1,2,A,-1,3,0,3
2023,Finalización,2023-09-26,América de Cali,Pasto,0,1,A,-1,1,0,3
2023,Finalización,2023-09-26,Jaguares,Junior,2,4,A,-2,6,0,3
2023,Finalización,2023-09-26,Once Caldas,Deportivo Cali,2,2,D,0,4,1,1
2023,Finalización,2023-09-28,Jaguares,Envigado,0,0,D,0,0,1,1
2023,Finalización,2023-09-28,Jaguares,Medellín,1,2,A,-1,3,0,3
2023,Finalización,2023-09-28,Águilas Doradas,Once Caldas,4,1,H,3,5,3,0
2023,Finalización,2023-09-28,Bucaramanga,Tolima,1,2,A,-1,3,0,3
2023,Finalización,2023-09-28,Pasto,Deportivo Cali,3,0,H,3,3,3,0
2023,Finalización,2023-10-01,Deportivo Cali,Deportivo Pereira,1,2,A,-1,3,0,3
2023,Finalización,2023-10-01,Deportivo Cali,Pasto,2,3,A,-1,5,0,3
2023,Finalización,2023-10-02,Millonarios,Pasto,1,0,H,1,1,3,0
2023,Finalización,2023-10-02,Deportivo Cali,Tolima,2,1,H,1,3,3,0
2023,Finalización,2023-10-02,Millonarios,Junior,2,1,H,1,3,3,0
2023,Finalización,2023-10-04,Alianza Petrolera,Once Caldas,2,0,H,2,2,3,0
2023,Finalización,2023-10-05,Tolima,Millonarios,1,1,D,0,2,1,1
2023,Finalización,2023-10-05,Junior,Once Caldas,0,0,D,0,0,1,1
2023,Finalización,2023-10-05,Tolima,América de Cali,3,2,H,1,5,3,0
2023,Finalización,2023-10-06,Patriotas,Bucaramanga,3,1,H,2,4,3,0
2023,Finalización,2023-10-06,América de Cali,Jaguares,0,1,A,-1,1,0,3
2023,Finalización,2023-10-07,Santa Fe,Águilas Doradas,3,0,H,3,3,3,0
2023,Finalización,2023-10-07,Atlético Nacional,Unión Magdalena,0,3,A,-3,3,0,3
2023,Finalización,2023-10-07,Santa Fe,Envigado,1,1,D,0,2,1,1
2023,Finalización,2023-10-07,Once Caldas,Patriotas,2,0,H,2,2,3,0
2023,Finalización,2023-10-08,Atlético Nacional,La Equidad,3,1,H,2,4,3,0
2023,Finalización,2023-10-08,Jaguares,Boyacá Chicó,3,1,H,2,4,3,0
2023,Finalización,2023-10-09,Pasto,Boyacá Chicó,0,1,A,-1,1,0,3
2023,Finalización,2023-10-09,Boyacá Chicó,América de Cali,1,1,D,0,2,1,1
2023,Finalización,2023-10-09,Envigado,Águilas Doradas,1,3,A,-2,4,0,3
2023,Finalización,2023-10-09,Santa Fe,Jaguares,1,0,H,1,1,3,0
2023,Finalización,2023-10-12,Alianza Petrolera,Deportivo Pereira,0,2,A,-2,2,0,3
2023,Finalización,2023-10-12,América de Cali,La Equidad,1,1,D,0,2,1,1
2023,Finalización,2023-10-12,Pasto,Unión Magdalena,1,1,D,0,2,1,1
2023,Finalización,2023-10-12,Alianza Petrolera,Bucaramanga,1,0,H,1,1,3,0
2023,Finalización,2023-10-12,Boyacá Chicó,Unión Magdalena,0,1,A,-1,1,0,3
2023,Finalización,2023-10-13,Millonarios,América de Cali,4,1,H,3,5,3,0
2023,Finalización,2023-10-13,Boyacá Chicó,Pasto,2,0,H,2,2,3,0
2023,Finalización,2023-10-14,Jaguares,Pasto,0,2,A,-2,2,0,3
2023,Finalización,2023-10-14,Santa Fe,Junior,0,0,D,0,0,1,1
2023,Finalización,2023-10-16,Millonarios,Once Caldas,3,1,H,2,4,3,0
2023,Finalización,2023-10-16,Atlético Nacional,Santa Fe,4,0,H,4,4,3,0
2023,Finalización,2023-10-16,Atlético Nacional,Bucaramanga,4,0,H,4,4,3,0
2023,Finalización,2023-10-16,Medellín,Unión Magdalena,0,0,D,0,0,1,1
2023,Finalización,2023-10-18,América de Cali,Boyacá Chicó,2,2,D,0,4,1,1
2023,Finalización,2023-10-18,Medellín,Millonarios,2,1,H,1,3,3,0
2023,Finalización,2023-10-19,Envigado,Medellín,5,0,H,5,5,3,0
2023,Finalización,2023-10-20,La Equidad,Santa Fe,2,3,A,-1,5,0,3
2023,Finalización,2023-10-21,Alianza Petrolera,Unión Magdalena,1,0,H,1,1,3,0
2023,Finalización,2023-10-21,Alianza Petrolera,Jaguares,0,1,A,-1,1,0,3
2023,Finalización,2023-10-22,Alianza Petrolera,Millonarios,1,1,D,0,2,1,1
2023,Finalización,2023-10-23,Deportivo Pereira,Tolima,1,0,H,1,1,3,0
2023,Finalización,2023-10-24,Atlético Nacional,Once Caldas,2,3,A,-1,5,0,3
2023,Finalización,2023-10-24,Deportivo Pereira,Once Caldas,2,0,H,2,2,3,0
2023,Finalización,2023-10-24,Atlético Nacional,Águilas Doradas,1,1,D,0,2,1,1
2023,Finalización,2023-10-25,Águilas Doradas,Medellín,3,0,H,3,3,3,0
2023,Finalización,2023-10-25,Jaguares,Millonarios,3,1,H,2,4,3,0
2023,Finalización,2023-10-26,Patriotas,Atlético Nacional,1,0,H,1,1,3,0
2023,Finalización,2023-10-26,Alianza Petrolera,Santa Fe,1,1,D,0,2,1,1
2023,Finalización,2023-10-28,Once Caldas,Jaguares,0,1,A,-1,1,0,3
2023,Finalización,2023-11-01,Tolima,Boyacá Chicó,2,2,D,0,4,1,1
2023,Finalización,2023-11-01,Envigado,América de Cali,3,0,H,3,3,3,0
2023,Finalización,2023-11-01,Águilas Doradas,Junior,4,1,H,3,5,3,0
2023,Finalización,2023-11-02,Bucaramanga,Santa Fe,1,3,A,-2,4,0,3
2023,Finalización,2023-11-03,Pasto,Jaguares,1,1,D,0,2,1,1
2023,Finalización,2023-11-03,Unión Magdalena,Junior,2,5,A,-3,7,0,3
2023,Finalización,2023-11-05,Águilas Doradas,Tolima,0,3,A,-3,3,0,3
2023,Finalización,2023-11-05,Águilas Doradas,Envigado,1,3,A,-2,4,0,3
2023,Finalización,2023-11-05,América de Cali,Águilas Doradas,0,1,A,-1,1,0,3
2023,Finalización,2023-11-05,Envigado,Unión Magdalena,2,1,H,1,3,3,0
2023,Finalización,2023-11-06,Unión Magdalena,Alianza Petrolera,3,0,H,3,3,3,0
2023,Finalización,2023-11-07,Tolima,Junior,2,0,H,2,2,3,0
2023,Finalización,2023-11-07,Junior,Alianza Petrolera,1,2,A,-1,3,0,3
2023,Finalización,2023-11-07,Águilas Doradas,Santa Fe,1,3,A,-2,4,0,3
2023,Finalización,2023-11-08,Atlético Nacional,América de Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-11-09,Deportivo Pereira,Pasto,2,0,H,2,2,3,0
2023,Finalización,2023-11-10,Jaguares,Deportivo Cali,0,0,D,0,0,1,1
2023,Finalización,2023-11-10,Millonarios,Unión Magdalena,1,0,H,1,1,3,0
2023,Finalización,2023-11-10,Junior,Tolima,1,0,H,1,1,3,0
2023,Finalización,2023-11-10,Santa Fe,Deportivo Cali,2,0,H,2,2,3,0
2023,Finalización,2023-11-10,Boyacá Chicó,La Equidad,1,1,D,0,2,1,1
2023,Finalización,2023-11-10,Bucaramanga,Águilas Doradas,3,3,D,0,6,1,1
2023,Finalización,2023-11-10,Envigado,La Equidad,1,2,A,-1,3,0,3
2023,Finalización,2023-11-10,Junior,Medellín,1,1,D,0,2,1,1
2023,Finalización,2023-11-10,Millonarios,Medellín,0,1,A,-1,1,0,3
2023,Finalización,2023-11-11,Medellín,Bucaramanga,0,0,D,0,0,1,1
2023,Finalización,2023-11-11,Deportivo Pereira,Jaguares,2,2,D,0,4,1,1
2023,Finalización,2023-11-12,América de Cali,Medellín,5,1,H,4,6,3,0
2023,Finalización,2023-11-13,Envigado,Boyacá Chicó,0,0,D,0,0,1,1
2023,Finalización,2023-11-13,Deportivo Cali,Junior,3,6,A,-3,9,0,3
2023,Finalización,2023-11-14,Envigado,Atlético Nacional,0,2,A,-2,2,0,3
2023,Finalización,2023-11-14,Águilas Doradas,Millonarios,0,2,A,-2,2,0,3
2023,Finalización,2023-11-15,América de Cali,Tolima,2,0,H,2,2,3,0
2023,Finalización,2023-11-15,Deportivo Pereira,Unión Magdalena,0,2,A,-2,2,0,3
2023,Finalización,2023-11-15,Alianza Petrolera,Boyacá Chicó,0,1,A,-1,1,0,3
2023,Finalización,2023-11-16,Águilas Doradas,Deportivo Cali,0,1,A,-1,1,0,3
2023,Finalización,2023-11-16,Millonarios,Alianza Petrolera,3,0,H,3,3,3,0
2023,Finalización,2023-11-16,Junior,Envigado,2,1,H,1,3,3,0
2023,Finalización,2023-11-16,Tolima,Envigado,1,1,D,0,2,1,1
2023,Finalización,2023-11-17,Unión Magdalena,Once Caldas,0,0,D,0,0,1,1
2023,Finalización,2023-11-17,Tolima,Santa Fe,2,0,H,2,2,3,0
2023,Finalización,2023-11-17,Once Caldas,Medellín,1,1,D,0,2,1,1
2023,Finalización,2023-11-17,América de Cali,Patriotas,1,0,H,1,1,3,0
2023,Finalización,2023-11-18,Atlético Nacional,Deportivo Pereira,1,2,A,-1,3,0,3
2023,Finalización,2023-11-18,Boyacá Chicó,Deportivo Pereira,0,0,D,0,0,1,1
2023,Finalización,2023-11-18,Junior,Deportivo Pereira,0,0,D,0,0,1,1
2023,Finalización,2023-11-19,Millonarios,Jaguares,1,0,H,1,1,3,0
2023,Finalización,2023-11-19,Alianza Petrolera,Tolima,0,0,D,0,0,1,1
2023,Finalización,2023-11-19,Millonarios,Envigado,2,1,H,1,3,3,0
2023,Finalización,2023-11-20,Deportivo Cali,Boyacá Chicó,0,1,A,-1,1,0,3
2023,Finalización,2023-11-20,Deportivo Cali,Millonarios,1,2,A,-1,3,0,3
2023,Finalización,2023-11-20,Tolima,Águilas Doradas,0,0,D,0,0,1,1
2023,Finalización,2023-11-21,Medellín,Envigado,2,1,H,1,3,3,0
2023,Finalización,2023-11-21,Patriotas,Medellín,0,2,A,-2,2,0,3
2023,Finalización,2023-11-21,Boyacá Chicó,Atlético Nacional,0,5,A,-5,5,0,3
2023,Finalización,2023-11-21,Águilas Doradas,Deportivo Pereira,2,1,H,1,3,3,0
2023,Finalización,2023-11-21,Unión Magdalena,Pasto,1,2,A,-1,3,0,3
2023,Finalización,2023-11-21,Boyacá Chicó,Santa Fe,2,1,H,1,3,3,0
2023,Finalización,2023-11-22,Unión Magdalena,Santa Fe,4,1,H,3,5,3,0
2023,Finalización,2023-11-22,Atlético Nacional,Envigado,1,0,H,1,1,3,0
2023,Finalización,2023-11-23,Once Caldas,Alianza Petrolera,1,4,A,-3,5,0,3
2023,Finalización,2023-11-23,Millonarios,Santa Fe,0,0,D,0,0,1,1
2023,Finalización,2023-11-24,Once Caldas,Envigado,0,1,A,-1,1,0,3
2023,Finalización,2023-11-25,Santa Fe,Tolima,2,1,H,1,3,3,0
2023,Finalización,2023-11-26,Bucaramanga,Once Caldas,1,1,D,0,2,1,1
2023,Finalización,2023-11-26,Alianza Petrolera,Medellín,0,1,A,-1,1,0,3
2023,Finalización,2023-11-26,Bucaramanga,Envigado,3,1,H,2,4,3,0
2023,Finalización,2023-11-26,Deportivo Cali,Águilas Doradas,4,2,H,2,6,3,0
2023,Finalización,2023-11-26,Bucaramanga,Jaguares,2,1,H,1,3,3,0
2023,Finalización,2023-11-27,Deportivo Cali,Envigado,5,0,H,5,5,3,0
2023,Finalización,2023-11-28,Unión Magdalena,Tolima,1,0,H,1,1,3,0
2023,Finalización,2023-11-28,Envigado,Junior,1,1,D,0,2,1,1
2023,Finalización,2023-11-28,La Equidad,Tolima,0,1,A,-1,1,0,3
2023,Finalización,2023-11-28,Bucaramanga,Pasto,0,1,A,-1,1,0,3
2023,Finalización,2023-12-01,Envigado,Tolima,4,0,H,4,4,3,0
2023,Finalización,2023-12-02,Jaguares,Atlético Nacional,2,1,H,1,3,3,0
2023,Finalización,2023-12-02,La Equidad,Millonarios,1,2,A,-1,3,0,3
